ENTREZID	SYMBOL
25896	INTS7
25940	FAM98A
29105	CFAP20
4711	NDUFB5
6741	SSB
29074	MRPL18
6187	RPS2
10424	PGRMC2
23788	MTCH2
5692	PSMB4
7023	TFAP4
2091	FBL
6130	RPL7A
11051	NUDT21
79366	HMGN5
56890	MDM1
10301	DLEU1
50854	SNHG32
2531	KDSR
11020	IFT27
51596	CUTA
1431	CS
56259	CTNNBL1
6152	RPL24
6731	SRP72
811	CALR
55734	ZFP64
9112	MTA1
5291	PIK3CB
23462	HEY1
80746	TSEN2
79723	SUV39H2
6203	RPS9
646417	RPL29P5
1460	CSNK2B
28973	MRPS18B
6633	SNRPD2
9875	URB1
4710	NDUFB4
55270	NUDT15
5437	POLR2H
55164	SHQ1
80185	TTI2
51287	COA4
5168	ENPP2
10357	HMGB1P1
10151	HNRNPA3P1
5303	PIN4
54107	POLE3
6138	RPL15
4580	MTX1
7913	DEK
57419	SLC24A3
10238	DCAF7
51154	MRTO4
22852	ANKRD26
6129	RPL7
153201	SLC36A2
10054	UBA2
3646	EIF3E
9741	LAPTM4A
1738	DLD
6136	RPL12
27336	HTATSF1
51020	HDDC2
64087	MCCC2
4150	MAZ
8924	HERC2
23093	TTLL5
142	PARP1
10175	CNIH1
79023	NUP37
9738	CCP110
28985	MCTS1
5684	PSMA3
56889	TM9SF3
10951	CBX1
261726	TIPRL
51388	NIP7
116832	RPL39L
64710	NUCKS1
8270	LAGE3
55254	TMEM39A
7993	UBXN8
6426	SRSF1
51651	PTRH2
55159	RFWD3
11198	SUPT16H
9920	KBTBD11
23594	ORC6
5984	RFC4
6141	RPL18
81542	TMX1
402057	RPS17P16
4809	SNU13
7486	WRN
55148	UBR7
6146	RPL22
55226	NAT10
51386	EIF3L
378708	CENPS
5478	PPIA
5725	PTBP1
967	CD63
5928	RBBP4
4728	NDUFS8
9968	MED12
2677	GGCX
200081	TXLNA
79724	ZNF768
54470	ARMCX6
1781	DYNC1I2
8673	VAMP8
117178	SSX2IP
5867	RAB4A
6176	RPLP1
3987	LIMS1
10721	POLQ
400506	KNOP1
2079	ERH
56997	COQ8A
400	ARL1
55425	GPALPP1
10768	AHCYL1
10654	PMVK
4201	MEA1
9202	ZMYM4
79096	C11orf49
7411	VBP1
23333	DPY19L1
2146	EZH2
10946	SF3A3
10740	RFPL1S
1653	DDX1
84939	PWWP3A
51501	HIKESHI
3150	HMGN1
440091	NA
29901	SAC3D1
26292	MYCBP
387082	SUMO4
6128	RPL6
54622	ARL15
55689	YEATS2
689	BTF3
23212	RRS1
25788	RAD54B
10330	CNPY2
4664	NAB1
9852	EPM2AIP1
1615	DARS
9557	CHD1L
56254	RNF20
7520	XRCC5
9319	TRIP13
51520	LARS
5393	EXOSC9
55215	FANCI
4174	MCM5
652489	SUMO2P3
10548	TM9SF1
4722	NDUFS3
10492	SYNCRIP
2631	NIPSNAP2
8891	EIF2B3
10514	MYBBP1A
56947	MFF
6428	SRSF3
7336	UBE2V2
51562	MBIP
51075	TMX2
617	BCS1L
408050	NOMO3
5188	GATB
57171	DOLPP1
9324	HMGN3
1605	DAG1
3184	HNRNPD
4998	ORC1
7884	SLBP
4090	SMAD5
7284	TUFM
55848	PLGRKT
79001	VKORC1
2224	FDPS
6201	RPS7
4212	MEIS2
10714	POLD3
5567	PRKACB
7332	UBE2L3
3797	KIF3C
55204	GOLPH3L
60496	AASDHPPT
55312	RFK
5892	RAD51D
6647	SOD1
7639	ZNF85
26472	PPP1R14B
27230	SERP1
9141	PDCD5
898	CCNE1
2178	FANCE
10452	TOMM40
9128	PRPF4
861	RUNX1
83443	SF3B5
8439	NSMAF
6124	RPL4
7458	EIF4H
25	ABL1
64146	PDF
1933	EEF1B2
9791	PTDSS1
29956	CERS2
4116	MAGOH
9045	RPL14
81490	PTDSS2
8409	UXT
80227	PAAF1
144581	RPL14P1
6915	TBXA2R
5347	PLK1
387867	RPSAP12
51124	IER3IP1
28977	MRPL42
5757	PTMA
2182	ACSL4
6631	SNRPC
55922	NKRF
51318	MRPL35
29890	RBM15B
26355	FAM162A
7155	TOP2B
7177	TPSAB1
292	SLC25A5
25804	LSM4
6847	SYCP1
25813	SAMM50
29994	BAZ2B
6157	RPL27A
79675	FASTKD1
85458	DIXDC1
54806	AHI1
79876	UBA5
7268	TTC4
51076	CUTC
51067	YARS2
6628	SNRPB
57142	RTN4
488	ATP2A2
8975	USP13
116138	KLHDC3
26330	GAPDHS
4247	MGAT2
8208	CHAF1B
6143	RPL19
23168	RTF1
79886	CAAP1
23512	SUZ12
8697	CDC23
57415	C3orf14
754	PTTG1IP
2222	FDFT1
54956	PARP16
2946	GSTM2
51170	HSD17B11
5827	PXMP2
5686	PSMA5
8125	ANP32A
64764	CREB3L2
11157	LSM6
6727	SRP14
6194	RPS6
57107	PDSS2
6223	RPS19
2697	GJA1
50814	NSDHL
26354	GNL3
10171	RCL1
6641	SNTB1
79086	SMIM7
10523	CHERP
644	BLVRA
6385	SDC4
10412	NSA2
55784	MCTP2
22928	SEPHS2
9522	SCAMP1
389840	MAP3K15
57645	POGK
81556	INTS14
729976	NA
10154	PLXNC1
1267	CNP
10190	TXNDC9
23404	EXOSC2
6191	RPS4X
11013	TMSB15A
64921	CASD1
5682	PSMA1
1603	DAD1
8228	PNPLA4
6391	SDHC
136	ADORA2B
8161	COIL
55486	PARL
54680	ZNHIT6
55055	ZWILCH
23517	MTREX
22807	IKZF2
11332	ACOT7
80777	CYB5B
374977	MROH7
6675	UAP1
51631	LUC7L2
54664	TMEM106B
9637	FEZ2
79863	RBFA
6228	RPS23
5516	PPP2CB
6637	SNRPG
55032	SLC35A5
8623	ASMTL
10491	CRTAP
6120	RPE
6222	RPS18
23590	PDSS1
6231	RPS26
7072	TIA1
81493	SYNC
83460	EMC6
746	TMEM258
55186	SLC25A36
64854	USP46
79095	C9orf16
55435	AP1AR
6311	ATXN2
2926	GRSF1
389168	SETP14
51499	TRIAP1
79568	MAIP1
5511	PPP1R8
293	SLC25A6
4666	NACA
2944	GSTM1
7832	BTG2
4739	NEDD9
9910	RABGAP1L
7351	UCP2
604	BCL6
23031	MAST3
58472	SQOR
80853	KDM7A
80124	VCPIP1
26020	LRP10
5795	PTPRJ
6281	S100A10
64127	NOD2
28962	OSTM1
1396	CRIP1
10010	TANK
7133	TNFRSF1B
5298	PI4KB
5878	RAB5C
9931	HELZ
6778	STAT6
51274	KLF3
4616	GADD45B
3660	IRF2
9632	SEC24C
26578	OSTF1
127544	RNF19B
2643	GCH1
409	ARRB2
10138	YAF2
2043	EPHA4
55062	WIPI1
5170	PDPK1
834	CASP1
26277	TINF2
55841	WWC3
123803	NTAN1
1198	CLK3
6303	SAT1
253725	WASHC2C
30844	EHD4
27128	CYTH4
10312	TCIRG1
7905	REEP5
51762	RAB8B
56913	C1GALT1
2055	CLN8
648852	NA
304	ANXA2P2
9778	KIAA0232
1130	LYST
6810	STX4
1234	CCR5
51646	YPEL5
9473	THEMIS2
80232	WDR26
50856	CLEC4A
29115	SAP30BP
7297	TYK2
5906	RAP1A
10908	PNPLA6
28461	IGHV1-69
10318	TNIP1
23705	CADM1
8850	KAT2B
1117	CHI3L2
55823	VPS11
221472	FGD2
4049	LTA
6443	SGCB
78990	OTUB2
50615	IL21R
50619	DEF6
23307	FKBP15
55361	PI4K2A
1231	NA
84981	MIR22HG
1212	CLTB
23351	KHNYN
8869	ST3GAL5
11033	ADAP1
4938	OAS1
302	ANXA2
5305	PIP4K2A
55088	CCDC186
151011	SEPTIN10
9541	CIR1
64419	MTMR14
79091	METTL22
5165	PDK3
29959	NRBP1
59	ACTA2
79089	TMUB2
5463	POU6F1
1889	ECE1
3300	DNAJB2
2959	GTF2B
56674	TMEM9B
10627	MYL12A
29123	ANKRD11
4864	NPC1
8774	NAPG
8897	MTMR3
9445	ITM2B
8517	IKBKG
8992	ATP6V0E1
10425	ARIH2
8826	IQGAP1
2932	GSK3B
4046	LSP1
10002	NR2E3
2319	FLOT2
26112	CCDC69
2131	EXT1
920	CD4
8887	TAX1BP1
8635	RNASET2
80219	COQ10B
5338	PLD2
286	ANK1
8727	CTNNAL1
6005	RHAG
482	ATP1B2
55071	C9orf40
7001	PRDX2
2623	GATA1
7855	FZD5
7111	TMOD1
3145	HMBS
5498	PPOX
682	BSG
3044	HBBP1
6513	SLC2A1
3792	KEL
8669	EIF3J
386757	SLC6A10P
55432	YOD1
51400	PPME1
6535	SLC6A8
2996	GYPE
730021	LOC730021
23039	XPO7
55907	CMAS
1743	DLST
3046	HBE1
5792	PTPRF
2039	DMTN
9895	TECPR2
996	CDC27
9787	DLGAP5
4751	NEK2
4942	OAT
56180	MOSPD1
3049	HBQ1
10422	UBAC1
6006	RHCE
286451	YIPF6
210	ALAD
6248	RSC1A1
119	ADD2
23365	ARHGEF12
9429	ABCG2
5909	RAP1GAP
3953	LEPR
1510	CTSE
25959	KANK2
2995	GYPC
966	CD59
6563	SLC14A1
7052	TGM2
27161	AGO2
63891	RNF123
1642	DDB1
27102	EIF2AK1
80323	CCDC68
55827	DCAF6
114625	ERMAP
6710	SPTB
23770	FKBP8
2532	ACKR1
80700	UBXN6
26499	PLEK2
2935	GSPT1
9902	MRC2
6583	SLC22A4
3757	KCNH2
573	BAG1
4128	MAOA
761	CA3
4784	NFIX
1063	CENPF
11163	NUDT4
4860	PNP
5367	PMCH
4661	MYT1
8818	DPM2
55796	MBNL3
51024	FIS1
84272	YIPF4
54498	SMOX
890	CCNA2
2195	FAT1
997	CDC34
23367	LARP1
10058	ABCB6
25941	TPGS2
7150	TOP1
80344	DCAF11
899	CCNF
63893	UBE2O
55635	DEPDC1
84669	USP32
8991	SELENBP1
9055	PRC1
8131	NPRL3
358	AQP1
2309	FOXO3
23052	ENDOD1
999	CDH1
55610	VPS50
25793	FBXO7
54997	TESC
5886	RAD23A
7293	TNFRSF4
81577	GFOD2
10900	RUNDC3A
11080	DNAJB4
2729	GCLC
4303	FOXO4
648390	NA
55247	NEIL3
163	AP2B1
65018	PINK1
4976	OPA1
9491	PSMF1
6478	SIAH2
10928	RALBP1
25907	TMEM158
5296	PIK3R2
5649	RELN
1371	CPOX
222642	TSPO2
3029	HAGH
78992	YIPF2
219333	USP12
3257	HPS1
80127	BBOF1
7866	IFRD2
420	ART4
3848	KRT1
81689	ISCA1
55143	CDCA8
52	ACP1
56953	NT5M
9604	RNF14
79801	SHCBP1
79065	ATG9A
57610	RANBP10
80896	NPL
158427	TSTD2
7102	TSPAN7
51382	ATP6V1D
10158	PDZK1IP1
378	ARF4
55366	LGR4
5534	PPP3R1
23305	ACSL6
4122	MAN2A2
10444	ZER1
10124	ARL4A
1182	CLCN3
10614	HEXIM1
51454	GULP1
8501	SLC43A1
10247	RIDA
10438	C1D
9928	KIF14
63874	ABHD4
55177	RMDN3
10467	ZNHIT1
7915	ALDH5A1
2987	GUK1
7965	AIMP2
6483	ST3GAL2
6780	STAU1
25996	REXO2
2639	GCDH
22936	ELL2
1062	CENPE
29127	RACGAP1
64795	RMND5A
26502	NARF
51319	RSRC1
51343	FZR1
9927	MFN2
8444	DYRK3
11345	GABARAPL2
89874	SLC25A21
7328	UBE2H
9921	RNF10
1173	AP2M1
25994	HIGD1A
6007	RHD
55108	BSDC1
6048	RNF5
1894	ECT2
23558	WBP2
7272	TTK
3098	HK1
54165	DCUN1D1
2822	GPLD1
9091	PIGQ
23038	WDTC1
5526	PPP2R5B
26994	RNF11
11235	PDCD10
10498	CARM1
7390	UROS
2017	CTTN
7709	ZBTB17
7320	UBE2B
9567	GTPBP1
22996	TTC39A
3014	H2AFX
79269	DCAF10
527	ATP6V0C
91543	RSAD2
11113	CIT
92014	SLC25A51
1874	E2F4
55777	MBD5
9412	MED21
81858	SHARPIN
1032	CDKN2D
79646	PANK3
55839	CENPN
11004	KIF2C
92815	HIST3H2A
3481	IGF2
10929	SRSF8
5911	RAP2A
7280	TUBB2A
383	ARG1
8780	RIOK3
7263	TST
10121	ACTR1A
63899	NSUN3
26130	GAPVD1
387522	TMEM189-UBE2V1
23633	KPNA6
7314	UBB
50807	ASAP1
8775	NAPA
4815	NINJ2
56648	EIF5A2
220972	MARCH8
25915	NDUFAF3
23476	BRD4
4924	NUCB1
27013	CNPPD1
55892	MYNN
51094	ADIPOR1
51706	CYB5R1
538	ATP7A
55388	MCM10
2348	FOLR1
56675	NRIP3
7567	ZNF19
8027	STAM
5203	PFDN4
4904	YBX1
51759	C9orf78
1981	EIF4G1
1514	CTSL
64114	TMBIM1
1193	CLIC2
54505	DHX29
4299	AFF1
51128	SAR1B
54955	C1orf109
2931	GSK3A
23176	SEPTIN8
26268	FBXO9
10955	SERINC3
10431	NA
10098	TSPAN5
4259	MGST3
2029	ENSA
23450	SF3B3
8790	FPGT
79791	FBXO31
66008	TRAK2
7353	UFD1
26100	WIPI2
23204	ARL6IP1
11152	WDR45
5110	PCMT1
598	BCL2L1
9973	CCS
11183	MAP4K5
54810	GIPC2
7265	TTC1
65125	WNK1
149603	RNF187
9978	RBX1
10975	UQCR11
7251	TSG101
23619	ZIM2
1965	EIF2S1
1611	DAP
720	C4A
23589	CARHSP1
6794	STK11
27343	POLL
51271	UBAP1
4485	MST1
23548	TTC33
6510	SLC1A5
8438	RAD54L
200205	IBA57
55500	ETNK1
59286	UBL5
23608	MKRN1
375	ARF1
55723	ASF1B
2730	GCLM
51257	MARCH2
6923	ELOB
11193	WBP4
196515	NA
5082	PDCL
55544	RBM38
81565	NDEL1
10277	UBE4B
115201	ATG4A
9824	ARHGAP11A
22794	CASC3
79098	C1orf116
51082	POLR1D
56992	KIF15
6004	RGS16
200424	TET3
79838	TMC5
4776	NFATC4
29086	BABAM1
55872	PBK
373	TRIM23
8408	ULK1
528	ATP6V1C1
55322	C5orf22
9848	MFAP3L
1984	EIF5A
27429	HTRA2
79665	DHX40
2305	FOXM1
81627	TRMT1L
83475	DOHH
51560	RAB6B
1983	EIF5
8814	CDKL1
55030	FBXO34
23198	PSME4
9401	RECQL4
54552	GNL3L
64743	WDR13
51340	CRNKL1
5708	PSMD2
51164	DCTN4
5524	PTPA
27069	GHITM
51398	WDR83OS
9833	MELK
79442	LRRC2
9425	CDYL
10063	COX17
54386	TERF2IP
3050	HBZ
5594	MAPK1
4140	MARK3
5869	RAB5B
9352	TXNL1
10490	VTI1B
63877	FAM204A
8533	COPS3
79137	RETREG2
54892	NCAPG2
6455	SH3GL1
26284	ERAL1
113457	TUBA3D
55633	TBC1D22B
54676	GTPBP2
2743	GLRB
57498	KIDINS220
27109	DMAC2L
1033	CDKN3
25950	RWDD3
535	ATP6V0A1
2281	FKBP1B
7095	SEC62
6500	SKP1
80346	REEP4
8662	EIF3B
54566	EPB41L4B
10423	CDIPT
79641	ROGDI
729580	NA
10874	NMU
79959	CEP76
8357	HIST1H3H
57192	MCOLN1
26005	C2CD3
5710	PSMD4
4709	NDUFB3
9958	USP15
9318	COPS2
10169	SERF2
1457	CSNK2A1
767	CA8
51307	FAM53C
10294	DNAJA2
1822	ATN1
5774	PTPN3
206358	SLC36A1
9663	LPIN2
57658	CALCOCO1
8945	BTRC
10893	MMP24
6199	RPS6KB2
4928	NUP98
5441	POLR2L
9587	MAD2L1BP
5279	PIGC
7917	BAG6
10670	RRAGA
10554	AGPAT1
27238	GPKOW
10762	NUP50
29028	ATAD2
55831	EMC3
5494	PPM1A
9554	SEC22B
7009	TMBIM6
23625	FAM89B
54977	SLC25A38
267	AMFR
8834	TMEM11
10845	CLPX
26099	SZRD1
8925	HERC1
55249	YY1AP1
79823	CAMKMT
51510	CHMP5
11155	LDB3
10260	DENND4A
55615	PRR5
89910	UBE3B
80781	COL18A1
79654	HECTD3
23786	BCL2L13
5093	PCBP1
7018	TF
10239	AP3S2
9939	RBM8A
10552	ARPC1A
7468	NSD2
9776	ATG13
25844	YIPF3
1861	TOR1A
51142	CHCHD2
8451	CUL4A
5694	PSMB6
55810	FOXJ2
3301	DNAJA1
26073	POLDIP2
23607	CD2AP
7286	TUFT1
3836	KPNA1
10248	POP7
400322	HERC2P2
6667	SP1
5292	PIM1
1266	CNN3
55102	ATG2B
171558	PTCRA
51550	CINP
3730	ANOS1
5707	PSMD1
5439	POLR2J
3958	LGALS3
991	CDC20
55149	MTPAP
3054	HCFC1
9559	VPS26A
7443	VRK1
51728	POLR3K
10897	YIF1A
1727	CYB5R3
60313	GPBP1L1
10728	PTGES3
51507	RTF2
84656	GLYR1
11014	KDELR2
55068	ENOX1
8362	HIST1H4K
7779	SLC30A1
55898	UNC45A
128872	HMGB3P1
81876	RAB1B
64344	HIF3A
7264	TSTA3
5532	PPP3CB
9258	MFHAS1
54793	KCTD9
7278	TUBA3C
9972	NUP153
9528	TMEM59
55568	GALNT10
375790	AGRN
4735	SEPTIN2
81631	MAP1LC3B
10738	RFPL3
51304	ZDHHC3
51079	NDUFA13
80218	NAA50
11056	DDX52
9419	CRIPT
5866	RAB3IL1
80306	MED28
64422	ATG3
81611	ANP32E
259230	SGMS1
2491	CENPI
3190	HNRNPK
55681	SCYL2
3216	HOXB6
4694	NDUFA1
10051	SMC4
7849	PAX8
440915	POTEKP
203	AK1
9582	APOBEC3B
51295	ECSIT
10057	ABCC5
8894	EIF2S2
55670	PEX26
3674	ITGA2B
9724	UTP14C
1633	DCK
54529	ASNSD1
6845	VAMP7
79018	GID4
2907	GRINA
51181	DCXR
1515	CTSV
50717	DCAF8
80308	FLAD1
10013	HDAC6
22818	COPZ1
8086	AAAS
440248	HERC2P9
81930	KIF18A
1528	CYB5A
83658	DYNLRB1
1979	EIF4EBP2
5986	RFNG
1399	CRKL
23352	UBR4
7026	NR2F2
54542	RC3H2
9532	BAG2
80086	TUBA4B
1337	COX6A1
10077	TSPAN32
64748	PLPPR2
54487	DGCR8
9793	CKAP5
5885	RAD21
8630	HSD17B6
55860	ACTR10
28954	REM1
808	CALM3
57104	PNPLA2
54976	C20orf27
10159	ATP6AP2
2810	SFN
9097	USP14
9098	USP6
51652	CHMP3
60676	PAPPA2
10598	AHSA1
7323	UBE2D3
6738	RO60
85360	SYDE1
1347	COX7A2
329	BIRC2
10608	MXD4
27257	LSM1
5500	PPP1CB
3148	HMGB2
10139	ARFRP1
79968	WDR76
6374	CXCL5
642559	POU5F1P3
8314	BAP1
23213	SULF1
9625	AATK
29907	SNX15
8649	LAMTOR3
10112	KIF20A
9943	OXSR1
43	ACHE
5444	PON1
10106	CTDSP2
7355	SLC35A2
2517	FUCA1
4677	NARS
23762	OSBP2
5714	PSMD8
9570	GOSR2
1277	COL1A1
9772	TMEM94
9173	IL1RL1
5830	PEX5
285672	SREK1IP1
800	CALD1
197319	NA
27095	TRAPPC3
1024	CDK8
8861	LDB1
54994	GID8
51083	GAL
131408	FAM131A
9757	KMT2B
8704	B4GALT2
55691	FRMD4A
22870	PPP6R1
10983	CCNI
27044	SND1
29980	DONSON
1428	CRYM
79139	DERL1
5564	PRKAB1
81027	TUBB1
57599	WDR48
8636	SSNA1
220	ALDH1A3
6520	SLC3A2
1761	DMRT1
51160	VPS28
8301	PICALM
118433	RPL23AP7
4289	MKLN1
4051	CYP4F3
10767	HBS1L
1910	EDNRB
6516	NA
7290	HIRA
22880	MORC2
1294	COL7A1
857	CAV1
79980	DSN1
4713	NDUFB7
5733	PTGER3
27350	APOBEC3C
5716	PSMD10
7082	TJP1
55666	NPLOC4
4744	NEFH
2262	GPC5
1191	CLU
3670	ISL1
57515	SERINC1
23536	ADAT1
55970	GNG12
7528	YY1
7030	TFE3
9792	SERTAD2
55359	STYK1
4077	NBR1
9878	TOX4
3267	AGFG1
8678	BECN1
92703	TMEM183A
10675	CSPG5
51006	SLC35C2
58495	OVOL2
57132	CHMP1B
6284	S100A13
2780	GNAT2
23008	KLHDC10
55297	CCDC91
9536	PTGES
5434	POLR2E
79647	AKIRIN1
5715	PSMD9
26511	CHIC2
4696	NDUFA3
55041	PLEKHB2
53615	MBD3
5870	RAB6A
54879	ST7L
9086	EIF1AY
79676	OGFOD2
8493	PPM1D
11258	DCTN3
1363	CPE
9320	TRIP12
1491	CTH
51231	VRK3
79602	ADIPOR2
57862	ZNF410
11223	MST1L
25778	DSTYK
25852	ARMC8
8733	GPAA1
2241	FER
55166	CENPQ
6016	RIT1
4835	NQO2
8723	SNX4
595	CCND1
25975	EGFL6
23277	CLUH
51012	PRELID3B
134	ADORA1
4891	SLC11A2
6009	RHEB
11334	TUSC2
55626	AMBRA1
57092	PCNP
53340	SPA17
6376	CX3CL1
14	AAMP
29796	UQCR10
6668	SP2
2539	G6PD
54866	PPP1R14D
9465	AKAP7
7159	TP53BP2
22863	ATG14
56061	UBFD1
79763	ISOC2
83451	ABHD11
6645	SNTB2
6524	SLC5A2
64089	SNX16
56729	RETN
8559	PRPF18
8239	USP9X
5713	PSMD7
673	BRAF
56993	TOMM22
80263	TRIM45
26973	CHORDC1
79022	TMEM106C
56886	UGGT1
54809	SAMD9
823	CAPN1
220594	USP32P2
64834	ELOVL1
9130	FAM50A
79611	ACSS3
2647	BLOC1S1
25974	MMACHC
22933	SIRT2
8933	RTL8C
5119	CHMP1A
5763	PTMS
25924	MYRIP
6092	ROBO2
85476	GFM1
4717	NDUFC1
7341	SUMO1
7957	EPM2A
10346	TRIM22
963	CD53
54440	SASH3
9168	TMSB10
3428	IFI16
51816	ADA2
9815	GIT2
1794	DOCK2
5699	PSMB10
5771	PTPN2
7114	TMSB4X
678	ZFP36L2
9459	ARHGEF6
64173	NA
374819	LRRC37A3
1519	CTSO
6093	ROCK1
5880	RAC2
54739	XAF1
51634	RBMX2
26136	TES
10109	ARPC2
9208	LRRFIP1
94158	CDRT15P1
4683	NBN
8879	SGPL1
397	ARHGDIB
6170	RPL39
51635	DHRS7
840	CASP7
11275	KLHL2
10487	CAP1
1445	CSK
11010	GLIPR1
54765	TRIM44
9770	RASSF2
1386	ATF2
283349	RASSF3
79415	CYBC1
80017	DGLUCY
5423	POLB
388677	NOTCH2NLA
5997	RGS2
3936	LCP1
64393	ZMAT3
117583	PARD3B
57187	THOC2
55741	EDEM2
1622	DBI
131544	CRYBG3
5777	PTPN6
7431	VIM
9044	BTAF1
7091	TLE4
11342	RNF13
79026	AHNAK
285359	PDCL3P4
392501	RPL26P36
81608	FIP1L1
26234	FBXL5
64135	IFIH1
79770	TXNDC15
1915	EEF1A1
55073	LRRC37A4P
3385	ICAM3
597	BCL2A1
23324	MAN2B2
10961	ERP29
2746	GLUD1
3459	IFNGR1
7321	UBE2D1
80254	CEP63
4671	NAIP
7227	TRPS1
50999	TMED5
55813	UTP6
83452	RAB33B
7644	ZNF91
83440	ADPGK
439992	RPS3AP5
3588	IL10RB
80345	ZSCAN16
23405	DICER1
10484	SEC23A
8100	IFT88
4065	LY75
6892	TAPBP
9520	NPEPPS
80035	ANP32A-IT1
51056	LAP3
6189	RPS3A
10464	PIBF1
1967	EIF2B1
6155	RPL27
153561	NA
27000	DNAJC2
51107	APH1A
3516	RBPJ
8609	KLF7
8575	PRKRA
9592	IER2
4478	MSN
6210	RPS15A
6139	RPL17
7670	NA
23598	PATZ1
6402	SELL
1105	CHD1
9926	LPGAT1
6167	RPL37
1054	CEBPG
7846	TUBA1A
6147	RPL23A
5791	PTPRE
1997	ELF1
865	CBFB
60684	TRAPPC11
8795	TNFRSF10B
8773	SNAP23
27342	RABGEF1
23521	RPL13A
3021	H3F3B
224	ALDH3A2
2313	FLI1
23258	DENND5A
192670	AGO4
2771	GNAI2
6233	RPS27A
4170	MCL1
6868	ADAM17
441454	PTMAP11
8874	ARHGEF7
167153	TENT2
5436	POLR2G
6160	RPL31
283768	GOLGA8G
81603	TRIM8
124199	EEF1A1P38
10802	SEC24A
728411	GUSBP1
643287	NA
8615	USO1
5058	PAK1
7574	ZNF26
22944	KIN
51084	CRYL1
2353	FOS
23201	FAM168A
7178	TPT1
4026	LPP
9849	ZNF518A
138050	HGSNAT
55106	SLFN12
23643	LY96
7699	ZNF140
4335	MNT
27163	NAAA
9984	THOC1
231	AKR1B1
51279	C1RL
4802	NFYC
6907	TBL1X
4515	MTCP1
51192	CKLF
55654	TMEM127
10964	IFI44L
6646	SOAT1
79888	LPCAT1
6235	RPS29
10097	ACTR2
3074	HEXB
5209	PFKFB3
11103	KRR1
10199	MPHOSPH10
8665	EIF3F
10571	NA
1487	CTBP1
10618	TGOLN2
7514	XPO1
317	APAF1
29887	SNX10
9525	VPS4B
1072	CFL1
55634	KRBOX4
79869	CPSF7
7529	YWHAB
10602	CDC42EP3
23376	UFL1
9043	SPAG9
5608	MAP2K6
5147	PDE6D
84786	NA
175	AGA
4940	OAS3
23023	TMCC1
7559	ZNF12
4615	MYD88
22862	FNDC3A
55696	RBM22
6605	SMARCE1
4673	NAP1L1
51001	MTERF3
54537	SHLD2
54802	TRIT1
6642	SNX1
6195	RPS6KA1
25998	IBTK
389435	RPL27AP6
51320	MEX3C
51228	GLTP
1196	CLK2
79158	GNPTAB
6217	RPS16
114882	OSBPL8
10657	KHDRBS1
8683	SRSF9
54432	YIPF1
51316	PLAC8
7553	ZNF7
23013	SPEN
3191	HNRNPL
4074	M6PR
9364	RAB28
55748	CNDP2
9946	CRYZL1
54915	YTHDF1
79188	TMEM43
3988	LIPA
130074	FAM168B
51029	DESI2
1520	CTSS
7307	U2AF1
509	ATP5F1C
9765	ZFYVE16
57117	INTS12
71	ACTG1
4200	ME2
6249	CLIP1
23394	ADNP
5602	MAPK10
2014	EMP3
11273	ATXN2L
7107	GPR137B
79005	SCNM1
64131	XYLT1
27039	PKD2L2
10240	MRPS31
26092	TOR1AIP1
7678	ZNF124
10480	EIF3M
6224	RPS20
5355	PLP2
6207	RPS13
51552	RAB14
114908	TMEM123
1783	DYNC1LI2
5018	OXA1L
51574	LARP7
6392	SDHD
63897	HEATR6
5134	PDCD2
23597	ACOT9
1973	EIF4A1
5294	PIK3CG
3676	ITGA4
22911	WDR47
126070	ZNF440
23503	ZFYVE26
10087	COL4A3BP
51071	DERA
113	ADCY7
23760	PITPNB
404636	FAM45A
23317	DNAJC13
6158	RPL28
2990	GUSB
11216	AKAP10
54918	CMTM6
902	CCNH
65123	INTS3
5525	PPP2R5A
57798	GATAD1
3607	FOXK2
6427	SRSF2
8443	GNPAT
9063	PIAS2
10302	SNAPC5
653653	LOC653653
8760	CDS2
1665	DHX15
23518	R3HDM1
374868	ATP9B
56616	DIABLO
10559	SLC35A1
51575	ESF1
8560	DEGS1
54876	DCAF16
59348	ZNF350
102	ADAM10
8799	PEX11B
8892	EIF2B2
64766	S100PBP
55144	LRRC8D
10695	CNPY3
80212	CCDC92
10393	ANAPC10
26574	AATF
55100	WDR70
81873	ARPC5L
51747	LUC7L3
80223	RAB11FIP1
4800	NFYA
56922	MCCC1
29957	SLC25A24
25800	SLC39A6
114049	BUD23
56954	NIT2
81847	RNF146
5538	PPT1
2992	GYG1
29883	CNOT7
3430	IFI35
11177	BAZ1A
8604	SLC25A12
79884	MAP9
92140	MTDH
26053	AUTS2
829	CAPZA1
3475	IFRD1
22916	NCBP2
5033	P4HA1
54819	ZCCHC10
602	BCL3
9255	AIMP1
4983	OPHN1
3357	HTR2B
5230	PGK1
23406	COTL1
5863	RGL2
10363	HMG20A
29889	GNL2
55082	ARGLU1
80264	ZNF430
308	ANXA5
51101	ZC2HC1A
3556	IL1RAP
6133	RPL9
5873	RAB27A
1051	CEBPB
1806	DPYD
54813	KLHL28
7184	HSP90B1
7511	XPNPEP1
8411	EEA1
79009	DDX50
6533	SLC6A6
3984	LIMK1
728896	NA
441194	PMS2CL
51668	HSPB11
7050	TGIF1
6135	RPL11
9197	SLC33A1
11269	DDX19B
79813	EHMT1
158586	ZXDB
3071	NCKAP1L
10410	IFITM3
98	ACYP2
55750	AGK
